adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/dz8c9qmvhsshQcu9ZCEB3KF8Zsg.jpg,[53],1078421,en,You're Not Alone,"When his flight is delayed coming home from a business trip, Keith Mitchell has to leave his daughter Alexis, who’s stuck at home under house arrest, alone for the night. Once Keith is finally in the air with full bars of WiFi, he notices a stranger enter the house on his security system. Unable to warn Alexis when the WiFi suddenly cuts out, Keith sits helpless from 30,000 feet in the air while his daughter fights for her life.",6.614,/4LaOaPkt0pICwcuJcpCQQ0ocy7y.jpg,2023-03-24,You're Not Alone,False,2.5,2
False,/ckVCgsUNzLnmbw4ShpTVJ6G9TZ7.jpg,[27],1064312,id,Waktu Maghrib,"A terror chases the souls of Adi and Saman. Ayu knows the reason as to why they are tormented - a sin committed at the most dangerous time of Maghrib Time. What sin have they committed and what will happen to Adi, Saman, Ayu and their village?",9.722,/tLkviJkau1cRMCoAa06R1gkH2Hn.jpg,2023-02-09,Maghrib Time,False,6.5,17
False,/kuNsqxHKwQ4RmGsdhRShVK5iIqS.jpg,"[18, 36]",913521,de,Sisi & Ich,"After an elaborate application process, Empress Elisabeth of Austria hires Countess Irma as her new lady-in-waiting and takes her to her summer residence on Corfu. As the two women become closer there, this soon leads to tensions back in Vienna.",10.243,/6J61mawQOGhYXXuKGuZrsiqC7fV.jpg,2023-03-30,Sisi & I,False,7.1,9
False,/x4FMr3LDjTnlViUXJWayr53FvV5.jpg,[99],1218207,en,The Making of Chicken Run: Dawn of the Nugget,"Lights, camera... chickens! Go behind the scenes with the Aardman team and director Sam Fell during the making of this finely crafted stop-motion sequel.",8.95,/710ij25JSDJ4sPg4eN5gq99v4sj.jpg,2023-12-15,The Making of Chicken Run: Dawn of the Nugget,False,6.5,8
False,/vv6Pe8p0yz67m8iyV4z6oR4GSSD.jpg,"[18, 10749]",1086780,en,Vineyards,"A teenager finds himself entangled in a local love-triangle during a summer spent in Northern California's wine country. (Based on F. Scott Fitzgerald's ""The Great Gatsby"").",6.592,/m9vXX4o1ZTMA4BNPyKZQWi3htjU.jpg,2023-02-14,Vineyards,False,6.0,2
False,/oweut3EYuRba00Xv0o0G6JUrLua.jpg,"[35, 18]",1216709,hi,ड्राई डे,"When his wife makes a vow to abort their baby due to his alcoholism, Gannu, the biggest loafer of Jagodhar sets out on a protest to ban alcohol in his town all the while grappling with his own drinking habits!",9.623,/lse7qPwWpYi0bdjmjrXfam7KpXg.jpg,2023-12-22,Dry Day,False,9.0,1
False,,[27],1202746,en,A Night Alone,A girl finds herself in trouble during an incident with a home intruder.,15.351,/eHOa7snPSA9nPVXiGFSKkzKZyLh.jpg,2023-12-31,A Night Alone,False,0.0,0
False,/20ZansYII7VciPyNXWegcipOl5a.jpg,"[53, 10770]",1066205,en,My Sister's Serial Killer Boyfriend,"Maddie, a local reporter investigating a series of killings targeting similar looking women is caught off guard when her younger sister Olivia, is attacked in her own home. Urging on the side of caution, Maddie suggests they take a self-defense course. When Olivia starts to fall for their instructor, Maddie becomes skeptical when he refuses to reveal anything about himself, and tries to intervene before the relationship turns into a deadly obsession.",6.579,/9CMMTffmuzaK8Lx8TBYk6qTTSyZ.jpg,2023-01-08,My Sister's Serial Killer Boyfriend,False,8.5,2
False,,"[18, 80]",1058739,es,Los hombres del alba,"Solitude and violence in the daily life of two men in Mexico City: Efraín, a violent ex-cop turned hit man, faces an existential crisis when he is given his next target: a seemingly harmless family man; Efraín will have to confront the decisions that have led him there, his loneliness and the threats of violence that he will come if he does not carry out the job. Elsewhere in the city, David, a man affected by a recent tragedy in his life, decides to cope with the solitary routine of pain by shutting himself up at home, until little by little he begins to descend into the despair of alcohol and the escapism that the window of his room gives him towards the outside world.",15.345,/qcpJElbmmQK3e2BSLT0lV52EoJ1.jpg,2023-12-31,The men of dawn,False,0.0,0
False,,"[18, 878]",1175028,es,Itu Ninu,,15.343,/2mNVyRekiIuPdGFeZnBeaPAkdZJ.jpg,2023-12-31,Itu Ninu,False,0.0,0
False,/5EtTwtF1DFFCysJHB5k04D5UM6z.jpg,"[16, 18]",1119211,ja,駒田蒸留所へようこそ,"Kotaro visits Komada Distillery for a project on Japanese craft whisky. Led by young female president Rui, who took over the family business, the distillery works hard to reproduce its signature whisky, Koma, which they had to stop making years ago. However, not to mention financial backing, too many clues are missing to revive the once lost whisky.",6.568,/jUp9PS3LJsbR8CnGRpjE4d8mXiM.jpg,2023-11-10,Komada – A Whisky Family,False,7.0,1
False,/w3RSl9I3fFn5Pg1PGDf1DUZPwX8.jpg,"[18, 53]",1164370,ml,നേര്,"'Neru' is an enthralling legal and emotional drama that delves into the life of Sara, a blind sculpture artist on a quest for justice following a harrowing incident.  Against the backdrop of the Indian legal system, this gripping story takes viewers through a rollercoaster of emotions, unveiling layers of deceit and ultimately exploring themes of redemption.",6.557,/ktzJcMp4J1XssMgpZoQp0aFSrpC.jpg,2023-12-21,Neru,False,8.0,2
False,/6zF76xUHN9qk0QgLkvmEXD1RkvK.jpg,[35],957752,fr,BDE,"The story of four lifelong friends who met in the 2000s when they were presidents of the BDE of the Nantes Institute of Business. At the time, they were the ""Bioman"": the kings of partying, excess and ""transmutation"". 20 years later, they have mellowed out and lead well-ordered lives. Except... Once a year, when they get together for the WEB: the Bioman Weekend. There, they ""transmute"" hard as they like to say. In short: they drink and sing in a pathetic way.",9.105,/ofWJ1UiUFJncIGBV2E9f9CGRFwk.jpg,2023-01-20,BDE,False,4.7,97
False,/xfUfpi9Cv8haaOVMo4C9C6kxWR1.jpg,"[53, 80, 18]",976699,en,Cinnamon,"Follows a struggling small-town gas station attendant and aspiring singer, Jodi Jackson, whose life is sent into a tailspin when there’s a robbery at work.",6.557,/2rKJDBOP2TiFrIrbAlRBR1FFSC0.jpg,2023-06-11,Cinnamon,False,7.6,8
False,/f9jS1ASt9wSmNYxER0Dkzq3itAm.jpg,"[18, 14]",831395,en,Tuesday,A mother and her teenage daughter must confront Death when it arrives in the form of an astonishing talking bird.,6.556,/7CJCdMyD3LLq196HbrwR5CQKBUM.jpg,2023-08-31,Tuesday,False,0.0,0
False,/bFmhkK8Z60pEpQnRRhYTxf5AsDb.jpg,[10402],1214480,ar,Muhammad Al Salem A Christmas Night,,15.294,/besdcg2Vd5PfLnY2Gcd4DFgw6tx.jpg,2023-12-31,Muhammad Al Salem A Christmas Night,False,0.0,0
False,,[],1193933,es,Mundos Cósmicos,"Drugs won’t solve your problems, but they might help. At least that’s what Memo, a artist tortured by his own failure, thinks. About to turn 30, and in a troubled relationship with his girlfriend, Memo decides to try LSD for the first time in hopes that a psychedelic trip provides him with the answers he so desperately needs. Through the use of this hallucinogenic substance, Memo will access parts of his psyche previously unknown even to him. Come along for the ride.",15.289,/mff60i4ikJNB4VQWet6mQkq5clh.jpg,2023-12-31,Mundos Cósmicos,False,0.0,0
False,/x1DzPzMcWo2tJEqlBELAygJGcA3.jpg,[35],1139984,en,Tom Segura: Sledgehammer,"From his dad's unusual deathbed confession to watching his mom get high, Tom Segura tells blisteringly candid stories about marriage, mortality and more.",8.907,/3wR5LdJZecmyjXO0OZ4pvhRn5kd.jpg,2023-07-04,Tom Segura: Sledgehammer,False,7.0,22
False,/fLKf9EonnbNxreP6P6Jd9McsS8X.jpg,"[28, 18]",1071662,ko,사채소년,"With each day feeling hopeless and bleak, Kang Jin's life takes a dramatic turn when he stumbles upon a lost envelope of money belonging to Rang. Using this newfound wealth, he takes a stand against Nam Young's girlfriend Da-young. But when Nam-young discovers Kang-jin's actions, he strikes back by stealing his money and issuing dangerous threats. With nowhere to turn, Kang-jin confides in Rang, who reveals a secret knowledge of the debt-collecting world. Together, they embark on a thrilling journey of power and control, as Kang-jin takes his first steps into the world of loan sharks.",9.185,/vMrAf8I4nCcqVLr8InnQOsl9Dqq.jpg,2023-11-22,Usury Academy,False,5.0,1
False,/9U3AszNHOXKUiHaiyllDGpGAsJB.jpg,"[35, 10749]",1203695,en,Holiday Twist,"With help from a Salvation Army Santa and a little holiday magic, a workaholic executive tries to let go of her painful past to become the twinkling light that both her community and family need.",6.546,/2ZMQpPiPYLxp2MghUghhfNsyalo.jpg,2023-12-01,Holiday Twist,False,0.0,0
False,/j9KNYigKln50G64MiErBS8VyRPS.jpg,[53],1149877,en,Head Count,"After escaping prison Kat finds his own revolver pointed to his head by an unknown assailant. As the empty rounds click away, Kat tries to remember what happened to each bullet.",6.541,/4gQb5y4NzsW4D5j8jZ7FyoysrDI.jpg,2023-09-29,Head Count,False,10.0,1
False,/qFcbx5ElVWtyFz2psIJ8PyBkPHJ.jpg,"[18, 10749]",820696,fr,Le Temps d’aimer,"1947. On a beach, Madeleine, a waitress in a hotel restaurant, mother of a little boy, meets François, a rich and cultivated student. The force of attraction that pushes them towards each other is commensurate with the secrecy that each carries. If we know what Madeleine wants to leave behind by following this young man, we discover over time, what François is desperately trying to flee by mixing Madeleine's fate with his.",6.539,/3oeVLIDIxVxBRFexZXiXPD1UVu4.jpg,2023-11-29,Along Came Love,False,7.2,29
False,/2aq4NmCedLUf8HasstMYOAo9L6i.jpg,[18],933170,en,Lonesome,"Two young men make a connection neither of them expects or knows how to navigate.  Casey, a young man from the countryside running from a small-town scandal, finds himself down and out in the big smoke of Sydney. When he meets Tib, a young city lad, struggling with his own scars of isolation, there’s chemistry, not only sexually but also emotionally as both men find something they have been missing. Can they overcome their own insecurities and let the other in or are the walls they have built too strong to knock down?",6.538,/3mrcgrdwsJqesvMTAAmE0YTX4LB.jpg,2023-01-19,Lonesome,False,6.7,9
False,/g6npG1jDCccjb0Gj31YSYBmOMTG.jpg,"[28, 18, 53]",885331,hi,गदर २,"When Tara Singh goes missing during a skirmish and is believed to be captured in Pakistan, his son Jeete sets out to rescue him and enters a labyrinth from which they both must escape at all costs.",9.041,/5M02PvRFFh9n3XdriuTaKdtZL9b.jpg,2023-08-11,Gadar 2,False,6.6,34
False,/baUvUzOK94ZxiC0iRHR20PwsiNU.jpg,[99],1128718,en,Unknown: Killer Robots,What happens when a machine makes life-or-death decisions? This documentary explores the dangers of artificial intelligence in military application.,9.284,/lZ61VGpdRiMUlptBucnjBc64Wrj.jpg,2023-07-10,Unknown: Killer Robots,False,6.8,43
False,/AsXlQLQ5jhta31XW8WyoPYKArrz.jpg,[28],1064750,en,Imani,"A year after what she thinks was a car accident, a seemingly normal wife and mother slowly recovers from amnesia, only to learn that she actually is a highly sought-after Army Special Ops Lieutenant who holds a secret that would blow the lid on a widespread government conspiracy.",6.527,/to4cAjZoTBjCHLq81UtElEZiP7T.jpg,2023-01-06,Imani,False,3.8,5
False,/lX3IZmvMj4lVSBDk1efwLqgKd1N.jpg,"[28, 80, 53]",1094481,en,Hitmen,"Michael Hero, a powerful CEO, seeks vengeance for the murder of his grandson by offering a one-million-dollar bounty for the assassination of his grandson's accidental killers, attracting the world's leading assassins to the task at hand.",7.19,/cdbNHV7Rjy72WgZyIuh3QwxgVS2.jpg,2023-11-23,Hitmen,False,2.0,1
False,/80SGE0Pt6R5Sb3i859nSLmc6WEO.jpg,"[18, 878, 10752]",941019,en,LOLA,"Sussex, England, 1938. Shortly before the outbreak of World War II, Thomasina and Martha Hanbury, two ingenious sisters, create LOLA, a miraculous machine.",10.239,/8ZsQUNuk1MqccWMiJA4vwUS2XgX.jpg,2023-04-07,LOLA,False,6.6,43
False,/9JkH0G0p6dkpIiwaFQdwSQOf72x.jpg,[18],1067950,de,Girl You Know It's True,"For his next project, successful music producer Frank Farian hires dancers Rob Pilatus and Fab Morvan and helps the two friends to a skyrocketing success. Under the name Milli Vanilli, Rob and Fab storm the international charts, land three number one hits in the USA and enjoy the extravagant life in Hollywood. Only a small circle of insiders know their secret: the duo don't sing themselves, they just move their lips - to the voices of the real singers. At the height of their fame, Rob and Fab even win a Grammy, but the situation behind the scenes becomes increasingly tense and Milli Vanilli threatens to become the biggest scandal in music history. Not only the truth is at stake, but also their friendship...",9.405,/1z5mAcYpi3khLHMR2mbmfiy5PbZ.jpg,2023-12-06,Girl You Know It's True,False,9.0,2
False,/uBwNb370xhCtPdCIKZ3GtXmqnyK.jpg,"[18, 53]",818721,fr,Visions,"An experienced airline pilot, Estelle leads a perfect life between long-haul flights with her loving, protective husband Guillaume. One day, by chance, in an airport corridor, she crosses paths with Ana, a photographer with whom she had a passionate affair twenty years earlier. Little does Estelle know that this reunion will send her into a nightmarish spiral, turning her life upside down and irrational.",6.504,/9iwpnBM2C3Gv6NLBq4hm6ujeVSA.jpg,2023-09-06,Visions,False,5.7,57
False,/fU7knWiJ8ezVLB4gghfw4vtrxL5.jpg,[27],1147689,cn,釀魂,"Reuniting after the tragic death of their friend Ava, girlfriend of Finn. Four colleagues pals set out to a hike and escape trip to a remote island. A fatal mistake that leads them into the mysterious forests, where an ancient evil exists and stalks them at every turn.",8.085,/udnXmCbdgDKF5OZWZVAwBJQkjpf.jpg,2023-08-24,It Remains,False,3.0,2
False,/laFqaSXhTcsM9gMzlrMZRYGgUIQ.jpg,[10749],1046043,en,Wait with Me,"When romance novelist Kate Smith suddenly gets writer's block as she's beginning the final installment of her international bestselling steamy Bed 'n Breakfast series, she'll do pretty much anything to get her groove back. Like sneak into a Tire Depot waiting room because her words flow there just like complimentary coffee-smooth, sweet, and scorchingly hot. She manages to fly under the radar until the rugged and charming mechanic, Miles Hudson, notices the quirky redhead slinking in and out of the employees only entrance. But she's way too intriguing to blow the whistle on. Doing a test-drive of her new book idea sounds like a much better option.",6.486,/34cgjVoAIXVsZ2uZkTsdxWhv2Si.jpg,2023-03-30,Wait with Me,False,6.2,13
False,,[],1215431,ja,ノンレムの窓 2023 冬,,10.772,,2023-12-25,ノンレムの窓 2023 冬,False,0.0,0
False,,"[28, 12, 878]",1196495,ja,仮面ライダー THE WINTER MOVIE ガッチャード＆ギーツ 最強ケミー★ガッチャ大作戦,"Ace, Houtaro, and their allies participate in a new edition of the Desire Grand Prix kickstarted by the rogue Chemy X Wizard, who has involved the Jyamato in its diabolical plans. This is the 14th entry of the Kamen Rider winter crossover movies with this entry feature the cast of Kamen Rider Gotchard and Kamen Rider Geats.",6.482,/xAVM2mMG8On8jPMGpPqOZYHZvjY.jpg,2023-12-22,Kamen Rider THE WINTER MOVIE: Gotchard & Geats Strongest Chemy★Great Gotcha Operation,False,0.0,0
False,/lTWPv4A1MbaOcjzlMVje03Hrz3r.jpg,"[10770, 35, 10749]",1194431,en,Me and Mr. Christmas,"Zoe needs a client to put her new PR business on the map, so she convinces bookstore owner Sam he should enter Mr. Christmas- an annual month-long pageant that has eligible bachelors around town compete in a series of holiday activities. Is it just business or can Sam actually become Zoe’s Mr. Christmas?",6.456,/rMUynYvCCCQjDVcjClothsi7kJE.jpg,2023-11-01,Me and Mr. Christmas,False,5.5,2
False,/uxotWOWRYEFTwZqYS7JVHmFh5gf.jpg,"[10770, 35, 18, 10749]",1178605,en,How to Fall in Love by Christmas,"A beloved writer-turned-CEO of her own Goop-like lifestyle brand, Prism, must secure a partnership with Singled Out to save her company, but the only way to appease them is for her to write a column on falling in love by Christmas with the help of the charming and handsome photographer who has been assigned to the piece.",8.882,/yBLyqfgvnX7MvelaLdUX6jVRy6u.jpg,2023-12-21,How to Fall in Love by Christmas,False,7.3,3
False,/ajIgkZtZ2mme1vYbrfKSV2ddOuq.jpg,[27],1083858,en,The Angry Black Girl and Her Monster,"Vicaria is a brilliant teenager who believes death is a disease that can be cured. After the brutal and sudden murder of her brother, she embarks on a dangerous journey to bring him back to life.",9.285,/4c3rU9R5oYexKFWaAHAc195B0RN.jpg,2023-06-09,The Angry Black Girl and Her Monster,False,6.8,36
False,/4eC0tsU9OxR3Adlo1yRJYUDraW9.jpg,"[28, 53]",1092899,en,The Siege,"International assassin Walker is compromised during a mission and sent to a reassignment center for a new identity. During his stay at the facility, a ruthless assault team storms the compound searching for someone their boss has lost. Walker begrudgingly falls in with skilled hitwoman Elda and her mysterious ward Juliet in order to survive the night.",7.273,/hVh4hMzkXNLnScudbid6hDvjMPk.jpg,2023-03-10,The Siege,False,4.7,20
False,/wM0U0Ygw24crb61ZkkVMXfW0Owl.jpg,[99],1193137,en,Talking Doctor Who,"As part of the sixtieth anniversary celebrations of Doctor Who, David Tennant time-travels back through the BBC archives to tell the story of the Doctor’s classic era.",6.42,/uke0qYKuSGDKg708gmEHP8C1fIc.jpg,2023-11-01,Talking Doctor Who,False,5.0,3
False,/8JxXANejJvRmp7DVZmbPHuMeIg1.jpg,"[35, 18]",1100962,sv,One More Time,"On her 40th birthday, Amelia makes a fateful wish to be 18 again back in 2002 but soon regrets it when she's stuck reliving the day over and over again.",11.688,/dLWDiTJWKgPuyQuuD0zDRhwU2y4.jpg,2023-04-12,One More Time,False,5.9,67
False,,"[12, 28]",1203657,en,Nashville Aahoy,"'Nashville Aahoy' is a heartwarming and adventurous tale set in the vibrant city of Nashville, Tennessee.  The story follows Aahoy, a grey Shiba Inu with a short sword, who arrives in Nashville under mysterious circumstances. Aahoy befriends Walter, a local musician, and together they discover ancient symbols scattered across the city.",14.966,,2023-12-31,Nashville Aahoy,False,0.0,0
False,/as1cJklaKTOjcsNbUd5y69Gpvsr.jpg,"[10770, 35, 10749]",1180795,en,Letters to Santa,Young siblings use a magic pen from Santa to wish for their parents to get back together.,6.413,/uXAki2M1U5UmMF0idaKUAeBY5Jt.jpg,2023-11-24,Letters to Santa,False,6.5,6
False,/d30SQ0zMTFLKvghyv217G8nJOI9.jpg,"[18, 10749]",884533,pt,Um Ano Inesquecível - Inverno,"Instead of joining the graduation trip with her friends, Mabel is forced to travel with her parents to a ski station in Chile. Only she didn't expect this freezing retreat could introduce her to a secret group of friends and a potential new love.",7.86,/632MOx4ou1ZuRT9YWSg7eKSPWP7.jpg,2023-06-15,An Unforgettable Year – Winter,False,7.0,22
False,/u4u4kYniJLVy4B2KuD0amzAPE7c.jpg,"[10770, 35, 10749]",1071950,en,Love By Design,"Broken-hearted, out-of-work Brooke Yeardley makes her 30th birthday wish on the vision board she made as a hopeful teen. Miraculously her wishes start coming true - from launching her own design business to meeting the man on her vision board - but while life has a way of working out, Brooke learns that it doesn't always work out the way that you expect.",6.409,/s6PPl8du7WPIUypaakZ9igXeXOF.jpg,2023-09-07,Love By Design,False,4.0,1
False,,[35],1201303,hi,India Fashion Factory,A look into India's fashion industry.,6.406,/5CE2gZhKEoSSvH5loScJmnzs7Uy.jpg,2023-12-25,India Fashion Factory,False,0.0,0
False,/v6bcFoP9DA7HoUFUImFjG98k6x6.jpg,[99],1065727,fr,Film annonce du film qui n’existera jamais : « Drôles de guerres »,"Rejecting the billions of alphabetic diktats to liberate the incessant metamorphoses and metaphors of a necessary and true language by re-turning to the locations of past film shoots, while keeping track of modern times.",7.66,/xtryd4dechwVs9fsMWUTZmm7MAj.jpg,2023-12-15,Trailer of a Film That Will Never Exist: Phony Wars,False,0.0,0
False,/bynRHBHqxkWk0HU2sYXKtz9HYxF.jpg,"[35, 18, 10751, 10749]",848116,hi,Rocky Aur Rani Kii Prem Kahaani,"Gym-freak brat Rocky falls in love with Rani, who comes from a well-educated Bengali family. Being from polar opposite worlds, the two decide to switch their families to adjust to each other's cultures and backgrounds and to know if their marriage will survive. Rocky and Rani are trapped in a world where they are united by love but divided by families and the ultimate question is will they fit in?",13.247,/vTQIqlxUkOuyf2UKhlM2OUaFGKz.jpg,2023-07-28,Rocky Aur Rani Kii Prem Kahaani,False,6.0,34
False,/lSXcPbJ01gywT1pz1zLZ0vhn4Xr.jpg,"[27, 18]",1042623,en,Blackout,"Small town artist Charley is a tortured man whose drinking binges blur with his sneaking suspicion that he might be a werewolf. He distances himself from those he loves and sinks deeper into solitude, as his flashes of memory of his grisly nighttime acts manifest themselves through his artwork.",6.4,/ipeItxFE2RcAPug8gZseWy2dsJM.jpg,2023-07-20,Blackout,False,8.0,1
False,,[99],1214972,fr,Gérard Depardieu : la chute de l'ogre,"Revered French actor Gérard Depardieu, featured in over 170 film and television projects, has, in recent years, been disgraced. Countless allegations of sexual assault and abuse have brought this titan under fire.",6.483,/5Txa1eKjwwHTcn6H3WMtsIoCp2p.jpg,2023-12-07,Gérard Depardieu: The Fall of the Ogre,False,6.0,1
False,,"[18, 10751]",1005996,zh,小曉,"According to the biggest dating website's research, teacher is among the top five professions most likely to cheat, and their students' parents are among the people whom they cheat with. Xiao-xiao, who has mild ADHD, is the troublemaker in her class. But she has her own trouble - her mother Wei-fang and her homeroom teacher, Paul, have started a romantic relationship as a result of discussing her ADHD conditions.",9.022,/dGzp8Pe36aNos1XWA50aSiEvk1u.jpg,2023-12-08,Trouble Girl,False,8.0,1
False,/p81vVRxWKGbCkTyywUb4ySwqLJh.jpg,[99],1199447,en,Timeless Heroes: Indiana Jones & Harrison Ford,"An in-depth look at an incredible moment in film history when Steven Spielberg and George Lucas assembled an amazing creative team to collaborate on another cinematic benchmark featuring never-before-seen footage and interviews with Spielberg, Lucas, Harrison Ford, Kathleen Kennedy, Frank Marshall, James Mangold, and many others as well.",7.925,/4zYaIzbrdnR0AyaTo2HZf2TJNVy.jpg,2023-12-01,Timeless Heroes: Indiana Jones & Harrison Ford,False,7.5,5
False,/3ruKxDCY071SwCOzlzMTlJknvvM.jpg,[99],1032274,en,Reggie,"One of sport’s first and most influential megastars, beloved baseball icon and 5-time World Series champion Reggie Jackson contemplates his legacy as a trailblazing Black athlete fighting for dignity, respect, and a seat at the table in this intimate and revealing documentary exploring his life and barrier-busting career.",7.435,/xMXHVmyYNQMDiPEZPWl5aVlVKG4.jpg,2023-03-23,Reggie,False,5.6,9
False,/5YnMSiaIYALebC2YDae2mgqCAuV.jpg,"[35, 18, 27]",987580,ta,சந்திரமுகி 2,"A wealthy family moves into the Vettaiyapuram palace to renovate their ancestral temple and perform a pooja, unaware of that it will reawaken the feud between a classical dancer, Chandramukhi and Vettaiyan Raja from centuries ago.",6.385,/3OT9dFROPL4t53tt3WQ4rl033zC.jpg,2023-09-28,Chandramukhi 2,False,3.7,3
False,/tawbUjOaCDNq1AjbbkH2dcNTVP1.jpg,"[53, 9648]",1093012,te,మంగళవారం,"Fear engulfs a village as murders pile up mysteriously. Shailu, a young woman, is the heart of the story and the enigmatic tale unravels with a suspenseful cinematic journey.",7.78,/zQb8ZU3BEbU7XalrqIv2WLEgwwU.jpg,2023-11-17,Mangalavaaram,False,6.0,1
False,/2o3CnZvCuWiDbGO9LO12KyCZdqt.jpg,"[53, 10749]",981344,en,Darker Shades of Summer,"At a swingers retreat, a couple will undergo the ultimate test in the tense erotic thriller.",10.273,/s50eC3y60cEqQ7nS9UWWsvonr4X.jpg,2023-03-01,Darker Shades of Summer,False,3.8,4
False,/puUUsAri2UchyJgsbkpO3HZfKiw.jpg,"[36, 18]",862557,en,The Hill,"The story of Rickey Hill, who overcomes his physical disability and repairs his relationship with his father in a quest to become a major league baseball (MLB) player.",7.876,/gKh28PVUqt1vY2oAdFlauXkDacW.jpg,2023-08-18,The Hill,False,7.1,13
False,/sozKnPUI8Sk2gLeCJytPgoBYN7j.jpg,"[18, 35]",1179211,en,The Interview,Two lawyers help one another prepare for an interview at a criminal law firm.,14.837,/lLflM91h1Z181rcdzs5qB0psm4S.jpg,2023-12-31,The Interview,False,0.0,0
False,/1fCLekUeDF2NCgA3GEoLEmfvmYu.jpg,[99],1058671,en,Victim/Suspect,"Investigative journalist Rae de Leon travels nationwide to uncover and examine a shocking pattern: Young women tell the police they’ve been sexually assaulted, but instead of finding justice, they’re charged with the crime of making a false report, arrested, and even imprisoned by the system they believed would protect them.",6.353,/tGaFFNfqS6rH51LJS8a663OGwdO.jpg,2023-05-19,Victim/Suspect,False,7.5,24
False,,[],1215616,en,An İstanbul Tale: Contrasts,"I’m listening to Istanbul, with my eyes closed;  It has a lot of stories to tell  Some of them are old  Some of them are new  They are all similar  but not the same  I want to tell one of the stories  One of mine  One of everybody’s  Story of the city where old and new living together  Ancient landmarks next to modern skyscrapers  Bazaars to supermarkets  Poor to Rich  White to black  in where we live all together  With my eyes that witness all  With my ears that hear all  With my mouth that tell all  Why we do live in this city  Why we can’t leave (live)  Why I do belong here  and not",14.802,,2023-12-31,An İstanbul Tale: Contrasts,False,0.0,0
False,/mE1eaub8m8HLfyDgW8YghdYdxzW.jpg,"[10770, 10749, 35, 10751]",1055317,en,Zoe's Having a Baby,"Zoe Cain wants a baby. Single, and tired of the saturated NYC dating scene, she decides to go it alone. Using an anonymous sperm donor, the chances are slim but Zoe quickly becomes pregnant. She is elated but things get more than complicated when not one, but two eligible bachelors walk into her life…",7.009,/lSVzpmS6PzR2Q958UfgIk6oWTa0.jpg,2023-05-10,Zoe's Having a Baby,False,5.3,3
False,/dgt1FqHVkx1w3W0j3EE4vZc7cn0.jpg,[27],1073304,en,Smooth,"""A body horror film about body hair.""  After being rejected by her stalker for being too hairy, a trans woman spirals into a dysphoric limbo, and the only way out of it is through her own skin.",14.797,/jCNcaBb9RLWcNWolqYLFDqwWGW2.jpg,2023-12-31,Smooth,False,0.0,0
False,,[],1210110,fi,"Lasse kaatuu, voi ei!","The Munich Olympic Stadium, 1972. Athletes and officials are preparing for the 10,000 metres final. Lasse Virén is warming up on the track. It is not a big day only for Virén but for the whole nation.  But one man cannot win alone. It takes a dedicated group of hardworking, reliable people. In a desolate bunker near the track, six Finnish men are preparing to help Lasse achieve the run of his life. A run that changes history. All for the small, relentless nation from the dark cold North.",14.794,,2023-12-31,"Oh No, Lasse Falls!",False,0.0,0
False,/rtnBuXOd7uMB5pkcM9u2Jdc6GWG.jpg,"[10749, 18, 10770]",1139640,en,Strength of a Woman,"It follows Kendra who finds herself in a failing marriage and must deal with her life decisions. When Ben comes back into her life, she is backed into a crisis point and must dig deep to find the strength to take control of her life.",6.339,/7PC4lEE8V59EhZefwX7F9dZSZFS.jpg,2023-06-16,Strength of a Woman,False,8.4,8
False,/6pMaGnW6ckymIVKh46TwymM0SVR.jpg,"[878, 53, 9648]",834198,en,Before Dawn,A boy sets out to confront the interdimensional forces responsible for his brother’s demise.,14.777,/m6I4xds9xw9Qyo8CMvpO6JHY3YC.jpg,2023-12-31,Before Dawn,False,0.0,0
False,,"[28, 80]",1166984,pa,Junior,A cold blooded assassin comes out of six years of hiding when his daughter becomes prey to a heinous plan executed by mafia. The incident stirs up a storm inside Junior and he rampages through the worlds of all culprits to avenge his daughter.,6.332,/n9aEFdp3LNzU9MOTPsmY4hUttM9.jpg,2023-08-18,Junior,False,0.0,0
False,/idrGM31rYgEGnMMSjhrIDmDOxKS.jpg,[99],1073097,en,"Great Photo, Lovely Life","A photojournalist turns her lens on the decades of sexual abuse her family and community experienced at the hands of her grandfather in this unflinching portrait of intergenerational trauma, family secrets, and redemption.",9.177,/7cvGCKzqnuf3oXt8DUzB038RA1A.jpg,2023-03-10,"Great Photo, Lovely Life",False,6.0,1
False,/7qU2vq1D3umZIzwqckwV0uGBibT.jpg,[35],1001026,fr,Chasse gardée,"Flanked by their two children, Simon and Adélaïde decide, like many Parisians today, to leave their two-room apartment for a quieter and more comfortable life in the country. They are seduced by a house in the middle of nature: space, a vegetable garden, a wood adjoining their garden and above all villagers who welcome them with open arms. A dream come true! But the young couple was soon to be disillusioned: the wood was actually a hunting ground for big game! Although the hunters are friendly, they are not willing to give up their territory, making Simon and Adélaïde's dream of the countryside a living hell. But true to their reputation, our Parisians are not going to let them do it.",9.135,/hloYYPlgiWRaOwJU7TzdNvHuAmP.jpg,2023-12-20,Chasse gardée,False,6.2,3
False,,"[18, 35, 16]",1221480,en,Bedroom Ceilings,"A short film about a charismatic teenage artist, Bryn, learning to deal with disappointment and self worth, and ignoring the little voices in the back of your head.",11.952,/xMThs9tlv5SU4LgZiAFeiTSklL2.jpg,2023-12-28,Bedroom Ceilings,False,9.0,1
